"","title","ark","is_quotidien"
"13133","L'Affiche illustrée de l'instruction primaire","cb326829996",FALSE
"13134","L'Action syndicale ","cb36140086r",FALSE
"13135","L'Action sportive ","cb32682312n",FALSE
"13136","L'Action ouvrière ","cb43774189c",FALSE
"13137","L'Action humaine ","cb32681958c",FALSE
"13138","L'Action du Front national ","cb326819002",FALSE
"13139","L'Action ","cb32681700h",FALSE
"13140","L'Abeille pomologique ","cb32680761g",FALSE
"13141","L'Abeille féministe internationale ","cb32680711x",FALSE
"13142","L'Abeille défensive ","cb43773843r",FALSE
"13143","L' Hygiène à la mer et aux stations thermales","cb32787911b",FALSE
"13144","Kurier stoleczny","cb328045549",FALSE
"13145","Kritisches Journal der Philosophie","cb32804359g",FALSE
"13146","Kriegs Album","cb328042774",FALSE
"13147","Justice ","cb328029360",FALSE
"13148","Jurisprudence municipale et rurale et l'Ecole des communes","cb344271945",FALSE
"13149","Juif","cb32802647t",FALSE
"13150","Journal prophétique","cb32802310n",FALSE
"13151","Journal officiel des Forces Françaises de l'Intérieur","cb32802127t",FALSE
"13152","Journal officiel de la République française ","cb328020920",FALSE
"13153","Journal judiciaire de l'Inde française","cb32801508d",FALSE
"13154","Journal illustré des expositions internationales et de l'Exposition universelle de 1889 ","cb328014560",FALSE
"13155","Journal du Point central des arts et métiers","cb32801074t",FALSE
"13156","Journal du Palais","cb41054787f",FALSE
"13157","Journal du département des Bouches du","cb32800856v",FALSE
"13158","Journal des travaux de la Société scientifique européenne ","cb328005263",FALSE
"13159","Journal des sténo dactylographes et du bureau moderne ","cb328004511",FALSE
"13160","Journal des lois et des arrêts sur le commerce","cb34419877s",FALSE
"13161","Journal des chômeurs ","cb32799363m",FALSE
"13162","Journal des bains d'Ussat ","cb32799242c",FALSE
"13163","Journal des anciens mobilisés non titulaires de la carte 1914 1918 ","cb327991396",FALSE
"13164","Journal de P","cb327987237",FALSE
"13165","Journal de la vraie République ","cb344000040",FALSE
"13166","Journal de la Société nationale d'hygiène publique ","cb32798304v",FALSE
"13167","Journal de la Société impériale et centrale d'horticulture de France","cb34411786j",FALSE
"13168","Journal de la Société des arts","cb32798289s",FALSE
"13169","Journal de la Société académique ","cb327982366",FALSE
"13170","Journal de la mode et du goût","cb32798156j",FALSE
"13171","Journal de la médecine homoeopathique ","cb32798141h",FALSE
"13172","Journal de la liberté religieuse","cb327980986",FALSE
"13173","Journal de la contre révolution","cb32797933v",FALSE
"13174","Journal de la Compagnie bibliopéenne ","cb327979288",FALSE
"13175","Journal de l'Exposition universelle ","cb327977350",FALSE
"13176","Jeunesse corrézienne ","cb45102423k",FALSE
"13177","Jeune garde ","cb32795825g",FALSE
"13178","Jeune France ","cb43783069f",FALSE
"13179","Jeune fille du Nord ","cb36140353m",FALSE
"13180","J'accuse","cb327946052",FALSE
"13181","Intransigeant algérien antijuif","cb32793878k",FALSE
"13182","Instruction du ","cb414801127",FALSE
"13183","Installation et séance publique de la Société des amis des sciences","cb34367374r",FALSE
"13184","Informations sur les atrocités nazies","cb32792188q",FALSE
"13185","Informations diverses","cb32792008z",FALSE
"13186","Indicateurs économiques et sociaux ","cb34449123j",FALSE
"13187","Indicateur maritime pour l'année ","cb32790726b",FALSE
"13188","Indicateur du Var ","cb34425560g",FALSE
"13189","Indicateur des professions commerciales et industrielles de Smyrne","cb327905212",FALSE
"13190","Index philosophique ","cb344217664",FALSE
"13191","Index analytique et bibliographique d'endocrinologie et d'immunologie","cb327899930",FALSE
"13192","Imperium ","cb32789078m",FALSE
"13193","Images filmées ","cb327887789",FALSE
"13194","Hurle obus ","cb32787828s",FALSE
"13195","Honneur et patrie ","cb36140404p",FALSE
"13196","Hommage aux demoiselles ","cb32787145f",FALSE
"13197","Hollibo","cb32787095q",FALSE
"13198","Historique du 172e régiment d'infanterie pendant la grande guerre 1914 1919","cb43617684b",FALSE
"13199","Histoire journaliere de Paris","cb327868423",FALSE
"13200","Het Parool","cb32833400g",FALSE
"13201","Harvard psychological studies ","cb327859006",FALSE
"13202","Hardi","cb36140014w",FALSE
"13203","Guide du bâtiment et des travaux publics ","cb32784944k",FALSE
"13204","Guide des mariages ","cb327849019",FALSE
"13205","Guide de route","cb328783456",FALSE
"13206","Grunwald","cb32784309d",FALSE
"13207","Groupement L","cb327842570",FALSE
"13208","Grincheux algérien","cb32784066d",FALSE
"13209","Grand annuaire almanach illustré pour la France et les Hautes","cb443797096",FALSE
"13210","Grand almanach annuaire des villes de Roubaix","cb32783355b",FALSE
"13211","Gazette judiciaire ","cb327812934",FALSE
"13212","Gazette du Comité de la libération nationale","cb327810462",FALSE
"13213","Gazette des familles ","cb32780827r",FALSE
"13214","Gazette de la noblesse et des châteaux d'Europe ","cb32780470s",FALSE
"13215","Gazette de Champfleury","cb327802649",FALSE
"13216","Gallia ","cb343486523",FALSE
"13217","Gallia ","cb327795554",FALSE
"13218","France Japon ","cb34421884b",FALSE
"13219","France en guerre","cb32777631x",FALSE
"13220","Force libre","cb327764016",FALSE
"13221","Force ","cb345346241",FALSE
"13222","Folklore ","cb34414361t",FALSE
"13223","Floréal ","cb32776017g",FALSE
"13224","Feuilleton du commerce","cb327749195",FALSE
"13225","Fêtes pédagogiques à l'Orphelinat Prévost ","cb32896184g",FALSE
"13226","Femmes de Picardie ","cb43833643j",FALSE
"13227","Femmes ","cb437808108",FALSE
"13228","Femmes","cb32774073g",FALSE
"13229","Faculté de droit de Lyon ","cb32885748t",FALSE
"13230","Exposition ","cb41353676s",FALSE
"13231","Exposition","cb328698328",FALSE
"13232","Explication des ouvrages de peinture","cb32772021r",FALSE
"13233","Eux et nous","cb44253840k",FALSE
"13234","Études anglaises ","cb34348594r",FALSE
"13235","Étrennes de Mnémosyne","cb32770547b",FALSE
"13236","Étrennes de leur préposé à messieurs les distillateurs","cb327705460",FALSE
"13237","État militaire du corps de l'artillerie","cb41950743d",FALSE
"13238","España Argelia","cb32768810j",FALSE
"13239","España ","cb32768804m",FALSE
"13240","En plein but ","cb43780442s",FALSE
"13241","En avant ","cb32766670c",FALSE
"13242","En avant","cb32766686r",FALSE
"13243","En avant","cb32766691b",FALSE
"13244","Elsæsser Helje ","cb455937863",FALSE
"13245","El Trabajador","cb32878756z",FALSE
"13246","El Hayat","cb327861247",FALSE
"13247","Éducation générale et sports ","cb32765193d",FALSE
"13248","Echo d'Hussein Dey","cb327597589",FALSE
"13249","Dzien","cb32759290d",FALSE
"13250","Ðúó`ng ngay","cb32759248m",FALSE
"13251","Ðông viêt tung","cb32758610s",FALSE
"13252","Don Quijote en guerra","cb32758568t",FALSE
"13253","Don Juan ","cb32758543g",FALSE
"13254","Djibouti libre","cb32758006w",FALSE
"13255","Dispositions fiscales promulguées du ","cb32744968r",FALSE
"13256","Discours prononcé par M","cb42409175s",FALSE
"13257","Discours prononcé le ","cb42408978s",FALSE
"13258","Diogène ","cb327576576",FALSE
"13259","Deutsche Freiheit","cb32756559c",FALSE
"13260","Demareteion ","cb32755110p",FALSE
"13261","Délibérations du Conseil Municipal de la ville de Reims","cb32755001f",FALSE
"13262","Déjeuners des Garçons de bonne humeur","cb32754944z",FALSE
"13263","Cultores martyrum ","cb32753501b",FALSE
"13264","Cours officiel ","cb327155506",FALSE
"13265","Courrier françois","cb32751426x",FALSE
"13266","Courrier des sports ","cb45264504g",FALSE
"13267","Courrier des électeurs ","cb32750970j",FALSE
"13268","Courrier de San Francisco","cb32750789d",FALSE
"13269","Courier de Lyon","cb344267383",FALSE
"13270","Correspondance hebdomadaire de l'Action libérale populaire ","cb32748826h",FALSE
"13271","Connaissance du monde ","cb34420594k",FALSE
"13272","Concours généraux de l'Université","cb32746641c",FALSE
"13273","Comptes rendus mensuels des séances du Centre d'études supérieures de l'Institut technique du bâtiment et des travaux publics","cb327464425",FALSE
"13274","Comptes rendus du gérant","cb328704446",FALSE
"13275","Comptes rendus des séances de la Société d'ethnographie américaine et orientale ","cb32746413k",FALSE
"13276","Comptes rendus des séances   Institut français d'anthropologie ","cb34350463g",FALSE
"13277","Comptes rendus des séances ","cb45062465k",FALSE
"13278","Comptes définitifs des recettes et des dépenses ","cb41270794h",FALSE
"13279","Compte rendu officiel des travaux de la Conférence économique réunie à Tananarive ","cb420550109",FALSE
"13280","Compte rendu et procès verbaux","cb327045784",FALSE
"13281","Compte rendu des travaux de la Chambre syndicale des entrepreneurs de maçonnerie de Paris et du département de la Seine","cb32746269n",FALSE
"13282","Compte rendu des travaux de l'année ","cb32870488t",FALSE
"13283","Compte rendu de l'assemblée générale du","cb42456858f",FALSE
"13284","Compte rendu de l'année ","cb32869822z",FALSE
"13285","Compte rendu ","cb32746221n",FALSE
"13286","Compte définitif","cb34445397p",FALSE
"13287","Compte d'affectation de l'emprunt de 1","cb41269830h",FALSE
"13288","Compte administratif de l'exercice ","cb32889994h",FALSE
"13289","Compte administratif","cb344454102",FALSE
"13290","Communiqués de guerre ","cb327459200",FALSE
"13291","Comités populaires d'usines de Suresnes","cb36140206t",FALSE
"13292","Combat actualités  ","cb32744538q",FALSE
"13293","Collection de jugemens des tribunaux du Palais de Paris et autres tribunaux de la République","cb32744022z",FALSE
"13294","Ciné schola ","cb32742328c",FALSE
"13295","Chroniques et mélanges ","cb32870010s",FALSE
"13296","Chronique documentaire ","cb32741727w",FALSE
"13297","Chronique des ligues nationales ","cb32741694r",FALSE
"13298","Choses de théâtre ","cb32741306t",FALSE
"13299","Choral Nadaud de Roubaix ","cb32741299c",FALSE
"13300","Chanteclair ","cb32740075k",FALSE
"13301","Chansonnier des spectacles","cb32740003q",FALSE
"13302","Ceux de la Libération","cb44498764p",FALSE
"13303","Céramique","cb34378237q",FALSE
"13304","Centre d'information de la France intérieure ","cb361399072",FALSE
"13305","Causeries françaises","cb327382944",FALSE
"13306","Catalunya i Rosselló ","cb32738117d",FALSE
"13307","Catalogue des thèses de droit soutenues devant les facultés de France","cb32738007t",FALSE
"13308","Candide ou comme quoi tout est pour le mieux dans le meilleur des mondes ","cb32737064d",FALSE
"13309","Cancans du boudoir ","cb327370334",FALSE
"13310","Cahiers RTS promotion","cb344821094",FALSE
"13311","Cahiers mensuels de Mécislas Golberg ","cb34457786t",FALSE
"13312","Cahiers mensuels   Ligue internationale pour la défense du droit des peuples ","cb32807865h",FALSE
"13313","Cahiers GLM","cb34422965k",FALSE
"13314","Cahiers d'études de presse ","cb34482271t",FALSE
"13315","Cacalaca ","cb34456638f",FALSE
"13316","Ça ira ","cb32734879x",FALSE
"13317","Bullettino di numismatica e sfragistica per la storia d'Italia ","cb32714368g",FALSE
"13318","Bulletins de la Société des compositeurs de musique","cb327342887",FALSE
"13319","Bulletin trimestriel de l'Union française pour le suffrage des femmes","cb32733732r",FALSE
"13320","Bulletin semestriel ","cb32869789z",FALSE
"13321","Bulletin paroissial ","cb43508490k",FALSE
"13322","Bulletin paroissial ","cb42372092p",FALSE
"13323","Bulletin paroissial ","cb425047386",FALSE
"13324","Bulletin paroissial ","cb427437980",FALSE
"13325","Bulletin paroissial ","cb42738629w",FALSE
"13326","Bulletin paroissial ","cb42769191s",FALSE
"13327","Bulletin paroissial ","cb42779433n",FALSE
"13328","Bulletin paroissial ","cb42746347q",FALSE
"13329","Bulletin paroissial ","cb436123609",FALSE
"13330","Bulletin paroissial ","cb42748581x",FALSE
"13331","Bulletin paroissial ","cb43511061d",FALSE
"13332","Bulletin paroissial ","cb344245936",FALSE
"13333","Bulletin paroissial ","cb32817684f",FALSE
"13334","Bulletin paroissial ","cb458060391",FALSE
"13335","Bulletin paroissial ","cb42768231z",FALSE
"13336","Bulletin officiel du Secrétariat d'État aux colonies","cb34483700x",FALSE
"13337","Bulletin officiel des fédérations des syndicats d'initiative de France","cb32732287d",FALSE
"13338","Bulletin officiel de l'Association amicale des agents commissionnés du Service topographique de l'Algérie","cb32731671w",FALSE
"13339","Bulletin officiel","cb32731604r",FALSE
"13340","Bulletin mensuel de la Société des bibliothèques communales de l'Aisne","cb327304070",FALSE
"13341","Bulletin mensuel de l'Association des réformés de guerre de l'Afrique du Nord","cb327296870",FALSE
"13342","Bulletin mensuel de l'Association ","cb32729710p",FALSE
"13343","Bulletin mensuel de l'Amicale ","cb32729529j",FALSE
"13344","Bulletin mensuel d'information ","cb327831742",FALSE
"13345","Bulletin mensuel d'information ","cb32683656b",FALSE
"13346","Bulletin mensuel ","cb34423559s",FALSE
"13347","Bulletin international de l'enseignement technique","cb32729193j",FALSE
"13348","Bulletin intérieur réservé aux officiers et sous officiers FTPF ","cb437767912",FALSE
"13349","Bulletin intérieur de l'AS ","cb32729142n",FALSE
"13350","Bulletin intérieur ","cb43776775t",FALSE
"13351","Bulletin du Syndicat national des instituteurs CGT FGE ","cb36140167r",FALSE
"13352","Bulletin du Syndicat des instituteurs privés ","cb44257297v",FALSE
"13353","Bulletin du Syndicat des dentistes du département d'Alger","cb32728194n",FALSE
"13354","Bulletin du Secrétariat d'Etat de la famille et de la santé","cb34431665q",FALSE
"13355","Bulletin du Kuomintang en Europe","cb32727592t",FALSE
"13356","Bulletin du Groupe des étudiants républicains de l'Ecole des sciences politiques ","cb32727475z",FALSE
"13357","Bulletin du gaz ","cb32727444p",FALSE
"13358","Bulletin du Comité radical socialiste d'Alger ","cb32727330q",FALSE
"13359","Bulletin du Comité national judiciaire","cb437765669",FALSE
"13360","Bulletin des tribunaux ","cb32726772h",FALSE
"13361","Bulletin des sociétés savantes","cb32726648c",FALSE
"13362","Bulletin des sciences ","cb34450160s",FALSE
"13363","Bulletin des propriétaires ","cb327264971",FALSE
"13364","Bulletin des notaires et des avocats ","cb32726370q",FALSE
"13365","Bulletin des Jeux Olympiques de Paris","cb32726237m",FALSE
"13366","Bulletin des chemins de fer ","cb327258836",FALSE
"13367","Bulletin des armées de la République ","cb327257472",FALSE
"13368","Bulletin départemental de l'éducation","cb343670440",FALSE
"13369","Bulletin de mathématiques spéciales","cb327252570",FALSE
"13370","Bulletin de la Société niederbronnoise d'histoire et d'archéologie","cb344285590",FALSE
"13371","Bulletin de la Société médicale homoeopathique de France","cb32724761c",FALSE
"13372","Bulletin de la Société littéraire et scientifique de Chauny","cb32724720s",FALSE
"13373","Bulletin de la Société Jules Verne","cb34407518r",FALSE
"13374","Bulletin de la Société des naturalistes et des archéologues des pays de l'Ain","cb34350226q",FALSE
"13375","Bulletin de la Société des amis de Vaison la","cb32724281m",FALSE
"13376","Bulletin de la Société des amis de l'Université de Lyon","cb34389693r",FALSE
"13377","Bulletin de la Société des amis de l'École polytechnique","cb327242672",FALSE
"13378","Bulletin de la Société de l'histoire du costume","cb327240994",FALSE
"13379","Bulletin de la Société de géographie et d'archéologie de la province d'Oran","cb34479016m",FALSE
"13380","Bulletin de la Société de géographie de Québec","cb327240785",FALSE
"13381","Bulletin de la Société d'archéologie et d'histoire de Tonnerre ","cb32723792d",FALSE
"13382","Bulletin de la Société d'agriculture de Chalon sur","cb32723690f",FALSE
"13383","Bulletin de la Société d'agriculture","cb32723750g",FALSE
"13384","Bulletin de la Société contre l'abus du tabac","cb32723673v",FALSE
"13385","Bulletin de la Société archéologique et historique du Châtillonnais","cb343982970",FALSE
"13386","Bulletin de la société ","cb32870493d",FALSE
"13387","Bulletin de la Section d'aviculture pratique ","cb32723399q",FALSE
"13388","Bulletin de la Réunion des médecins de la réserve des armées de terre et de mer et de l'armée territoriale","cb32723351q",FALSE
"13389","Bulletin de la Ligue Souvenez vous","cb327231546",FALSE
"13390","Bulletin de la Ligue nationale contre les embusqués","cb32723134k",FALSE
"13391","Bulletin de la guerre ","cb41950803f",FALSE
"13392","Bulletin de la Commission centrale des cadres ","cb32722405k",FALSE
"13393","Bulletin de la Charte du travail ","cb32722385s",FALSE
"13394","Bulletin de la 4e Internationale ","cb32723315v",FALSE
"13395","Bulletin de l'Union des propriétaires de Montauban et de Tarn et","cb32721611t",FALSE
"13396","Bulletin de l'Union des familles de disparus ","cb32721551s",FALSE
"13397","Bulletin de l'Union des arts ","cb327215137",FALSE
"13398","Bulletin de l'Oeuvre de l'enseignement chrétien dans le diocèse du Mans","cb327297789",FALSE
"13399","Bulletin de l'Institut populaire catholique d'Ivry sur","cb32720929g",FALSE
"13400","Bulletin de l'Institut national d'hygiène","cb34378149f",FALSE
"13401","Bulletin de l'Association française contre l'abus du tabac","cb32720256f",FALSE
"13402","Bulletin de l'Association des naturalistes de Nice et des Alpes Maritimes","cb42746633v",FALSE
"13403","Bulletin de l'Association amicale Les Sectionnaires","cb327195803",FALSE
"13404","Bulletin de l'Association amicale des clercs de notaire d'Algérie","cb327194548",FALSE
"13405","Bulletin de l'Association amicale des anciens élèves du Pensionnat Saint Jean","cb32719420z",FALSE
"13406","Bulletin de l'Association amicale des anciens élèves du Collège de Fontainebleau ","cb327193889",FALSE
"13407","Bulletin de jurisprudence commerciale ","cb32718480k",FALSE
"13408","Bulletin de documentation de l'Institut français de presse","cb34417751b",FALSE
"13409","Bulletin d'information édité par le Comité national de défense des prisonniers politiques et de la solidarité de la Résistance","cb327180031",FALSE
"13410","Bulletin d'information des délibérations de l'Assemblée consultative","cb327178259",FALSE
"13411","Bulletin d'information ","cb452643623",FALSE
"13412","Bulletin d'études franco allemandes","cb327175395",FALSE
"13413","Bulletin catholique des livres et revues ","cb32717297h",FALSE
"13414","Bulletin bi mensuel de la Congrégation de Notre","cb327172082",FALSE
"13415","Bulletin   Société historique du Raincy et du pays d'Aulnoye ","cb34412145j",FALSE
"13416","Bulletin   Société des sciences","cb344317650",FALSE
"13417","Bulletin   Institut international de bibliographie ","cb32720912r",FALSE
"13418","Bulletin ","cb32884114m",FALSE
"13419","Bulletin ","cb328696003",FALSE
"13420","Bulletin ","cb32728726t",FALSE
"13421","Bulletin ","cb32739000n",FALSE
"13422","Bulletin ","cb32807740w",FALSE
"13423","Bulletin ","cb32869306b",FALSE
"13424","Bulletin ","cb32738999s",FALSE
"13425","Bulletin ","cb437623010",FALSE
"13426","Budget municipal ","cb328899668",FALSE
"13427","Budget local du territoire du Moyen Congo ","cb41169200r",FALSE
"13428","Budget local de la colonie du Sénégal  ","cb400859197",FALSE
"13429","Budget des fonds d'emprunt","cb41272035j",FALSE
"13430","Bravo ","cb442424103",FALSE
"13431","Bonnes histoires ","cb32714924h",FALSE
"13432","Blag out couve le feu","cb36140064f",FALSE
"13433","Bifur ","cb34431403m",FALSE
"13434","Bibliothèque allemande ","cb32712252b",FALSE
"13435","Bibendum ","cb32711678w",FALSE
"13436","Bec et ongles ","cb32710663m",FALSE
"13437","Beauté corset ","cb32710608g",FALSE
"13438","Bazar parisien","cb42659777h",FALSE
"13439","Banque générale de change ","cb32709907x",FALSE
"13440","Avaz e tagik","cb327077939",FALSE
"13441","Audace et courage ","cb327066913",FALSE
"13442","Atenagrowt'iwnk' Azgayin <U+008E>ogovoy ","cb41233559b",FALSE
"13443","Association pour l'enseignement secondaire des jeunes filles ","cb32705717q",FALSE
"13444","Association internationale africaine","cb32705548f",FALSE
"13445","Assistance française aux victimes de la répression et leurs familles  ","cb34438812c",FALSE
"13446","Assez ","cb32703370k",FALSE
"13447","Assemblée générale du","cb328746619",FALSE
"13448","Assemblée générale ","cb42480818c",FALSE
"13449","Arts sciences","cb32703079v",FALSE
"13450","Arts et lettres en Limousin ","cb32703030h",FALSE
"13451","Armonia @","cb32702250f",FALSE
"13452","Arlequin afficheur ou Journal affiches ","cb32702106p",FALSE
"13453","Arhiva Societat","cb32701988t",FALSE
"13454","Argus phono cinéma ","cb32701948k",FALSE
"13455","Archives pour la science et la réforme sociales ","cb32701509k",FALSE
"13456","Archives philosophiques","cb344254428",FALSE
"13457","Archives internationales d'administration comparée","cb32701458h",FALSE
"13458","Archives de l'Institut Pasteur du Maroc","cb32701260h",FALSE
"13459","Archives curieuses","cb327012072",FALSE
"13460","Archives consulaires  ","cb32701202b",FALSE
"13461","Ar Vro ","cb32892785h",FALSE
"13462","Annuario bibliografico di archeologia e di storia dell'arte per l'Italia","cb32699567c",FALSE
"13463","Annuaire statistique du département du Mont Blanc","cb326987519",FALSE
"13464","Annuaire statistique du département des Deux Sèvres","cb326987410",FALSE
"13465","Annuaire statistique abrégé ","cb32698638t",FALSE
"13466","Annuaire oriental ","cb32698490c",FALSE
"13467","Annuaire national officiel ","cb32773891c",FALSE
"13468","Annuaire manuel agricole","cb32698292h",FALSE
"13469","Annuaire judiciaire pour l'année","cb326982799",FALSE
"13470","Annuaire illustré des beaux arts ","cb32698189b",FALSE
"13471","Annuaire général et international de la photographie ","cb326980710",FALSE
"13472","Annuaire général ","cb32883475d",FALSE
"13473","Annuaire et mémoires du Comité d'études historiques et scientifiques de l'Afrique occidentale française","cb326978593",FALSE
"13474","Annuaire du Syndicat des planteurs de caoutchouc de l'Indochine","cb326977872",FALSE
"13475","Annuaire du département des Hautes Alpes ","cb44471191t",FALSE
"13476","Annuaire du commerce et de l'industrie photographiques","cb32697432z",FALSE
"13477","Annuaire des voyages et de la géographie ","cb32697313d",FALSE
"13478","Annuaire des sociétés par actions anonymes","cb326972552",FALSE
"13479","Annuaire des postes ","cb32697221r",FALSE
"13480","Annuaire des ports de l'approvisionnement de Paris ","cb32697214g",FALSE
"13481","Annuaire des oeuvres catholiques et des institutions sociales du Berry","cb326971909",FALSE
"13482","Annuaire des lettres","cb32697124h",FALSE
"13483","Annuaire des imprimeurs et des libraires de France ","cb32697101v",FALSE
"13484","Annuaire des artistes ","cb32696886r",FALSE
"13485","Annuaire de statistique générale du Maroc ","cb32696772s",FALSE
"13486","Annuaire de Saint Joseph","cb326967645",FALSE
"13487","Annuaire de législation française et étrangère ","cb34378594c",FALSE
"13488","Annuaire de la Société des sciences industrielles","cb326966281",FALSE
"13489","Annuaire de la Société des inventions et découvertes pour l'année ","cb32696621m",FALSE
"13490","Annuaire de la Société de la morale chrétienne ","cb32696597k",FALSE
"13491","Annuaire de la marine de commerce française","cb34518661s",FALSE
"13492","Annuaire de la finance","cb326964212",FALSE
"13493","Annuaire de la ","cb32696299f",FALSE
"13494","Annuaire de l'Instruction publique pour l'année ","cb326962205",FALSE
"13495","Annuaire de l'Instruction publique ","cb32696219z",FALSE
"13496","Annuaire de l'Indo Chine française","cb32696183s",FALSE
"13497","Annuaire de l'Indo Chine","cb32696182f",FALSE
"13498","Annuaire de l'automobile et du tourisme au Maroc","cb32696092g",FALSE
"13499","Annuaire administratif et commercial du Cantal","cb326954883",FALSE
"13500","Annuaire administratif","cb326955511",FALSE
"13501","Annuaire   Cercle de l'Union artistique ","cb36135905d",FALSE
"13502","Annuaire ","cb361385307",FALSE
"13503","Annuaire ","cb328704237",FALSE
"13504","Annuaire ","cb328699180",FALSE
"13505","Annuaire ","cb328894677",FALSE
"13506","Annonces de Bercy et du canton de Charenton ","cb326952291",FALSE
"13507","Annonces","cb326952051",FALSE
"13508","Année théâtrale de ","cb326950927",FALSE
"13509","Annales spiritaines ","cb34410791w",FALSE
"13510","Annales religieuses","cb326946961",FALSE
"13511","Annales poétiques ou Almanach des muses ","cb42466972g",FALSE
"13512","Annales historiques de la Révolution française ","cb32694556h",FALSE
"13513","Annales du baccalauréat ","cb34417832b",FALSE
"13514","Annales des travaux publics de l'Indochine","cb326943339",FALSE
"13515","Annales des mines et des carburants","cb34350554s",FALSE
"13516","Annales de la Société des arts","cb32694009m",FALSE
"13517","Annales de l'Université de Lyon","cb34398464k",FALSE
"13518","Annales de l'éducation du sexe","cb32693607b",FALSE
"13519","Annales de l'École Palatine d'Avignon ","cb32693599j",FALSE
"13520","Annales de l'Académie des jeux floraux","cb326935161",FALSE
"13521","Annales de l'Académie de Reims","cb34398527n",FALSE
"13522","Annales constantinoises","cb326934173",FALSE
"13523","Analyse des travaux de la Société d'émulation de Poitiers","cb38800167d",FALSE
"13524","Analecta Bollandiana","cb344628685",FALSE
"13525","Amicale de dessinateurs et agents techniques du département d'Alger","cb326917283",FALSE
"13526","Almanak berria edo Ziberouko eta basa nabarreko egunaria","cb32690283m",FALSE
"13527","Almanach prophétique","cb326900356",FALSE
"13528","Almanach pour rire ","cb42667097x",FALSE
"13529","Almanach national des villes et campagnes ","cb34395013v",FALSE
"13530","Almanach national de la mutualité française ","cb32689767q",FALSE
"13531","Almanach national ","cb34454121v",FALSE
"13532","Almanach Morel","cb32689734r",FALSE
"13533","Almanach mignon ","cb32689718h",FALSE
"13534","Almanach mensuel de l'industrie","cb32689712f",FALSE
"13535","Almanach manuel du joueur ","cb326896919",FALSE
"13536","Almanach manuel de la danse ","cb32689683p",FALSE
"13537","Almanach manuel de la cuisinière ","cb32689682b",FALSE
"13538","Almanach lyrique des dames","cb326896752",FALSE
"13539","Almanach icarien ","cb34395027j",FALSE
"13540","Almanach historique et raisonné des architectes","cb32689352k",FALSE
"13541","Almanach historique et chronologique de tous les spectacles  ","cb34472616k",FALSE
"13542","Almanach général du département des Hautes Alpes","cb32689205s",FALSE
"13543","Almanach général de la Nièvre ","cb32689178q",FALSE
"13544","Almanach François","cb32689159f",FALSE
"13545","Almanach du Père Ubu illustré ","cb32688872b",FALSE
"13546","Almanach du journal ","cb32688680d",FALSE
"13547","Almanach du Courrier du Centre","cb32688455n",FALSE
"13548","Almanach du commerce et de l'industrie des Etats Unis","cb326884262",FALSE
"13549","Almanach du comestible","cb32688368q",FALSE
"13550","Almanach Du Buc ","cb32688311r",FALSE
"13551","Almanach des vieux secrets et des anciennes recettes ","cb32688199f",FALSE
"13552","Almanach des sports ","cb326881654",FALSE
"13553","Almanach des spectacles pour ","cb32688158v",FALSE
"13554","Almanach des progrès de l'industrie et de l'agriculture ","cb32688104x",FALSE
"13555","Almanach des orphéons et des sociétés instrumentales","cb326880577",FALSE
"13556","Almanach des honnêtes gens ","cb32687955s",FALSE
"13557","Almanach des gens d'esprit","cb32687933g",FALSE
"13558","Almanach des foires de France ","cb326879177",FALSE
"13559","Almanach de messieurs les fabricants de bronze réunis de la ville de Paris ","cb326874542",FALSE
"13560","Almanach de marionnettes et guignols ","cb32687449g",FALSE
"13561","Almanach de la santé pour l'année","cb32687332g",FALSE
"13562","Almanach de la Patrie française","cb32687266h",FALSE
"13563","Almanach de la paix","cb32687258w",FALSE
"13564","Almanach de la jeunesse catholique du Vivarais","cb32687180s",FALSE
"13565","Almanach de la France démocratique","cb343981831",FALSE
"13566","Almanach de la bonne cuisine et de la maîtresse de maison","cb32686994f",FALSE
"13567","Almanach de l'Union des oeuvres ","cb32686962t",FALSE
"13568","Almanach de l'Ex libriste","cb32686884v",FALSE
"13569","Almanach de l'avenir ","cb425555723",FALSE
"13570","Almanach de l'Action libérale populaire","cb32686699b",FALSE
"13571","Almanach de ","cb32686992r",FALSE
"13572","Almanach de ","cb32687084w",FALSE
"13573","Almanach ","cb32686513h",FALSE
"13574","Almanaca berria edo egunaria ","cb326860463",FALSE
"13575","Alger ouvrier","cb326853847",FALSE
"13576","Alger l'hiver","cb32685371w",FALSE
"13577","Alger guide","cb42368250j",FALSE
"13578","Al Tali'a","cb328757238",FALSE
"13579","Al Bakura ","cb32709586z",FALSE
"13580","Akademos ","cb343981920",FALSE
"13581","Agenda P","cb32684015b",FALSE
"13582","Agenda municipal ou Memento de cabinet ","cb32684003b",FALSE
"13583","Agenda Charles Mendel du photographe et de l'amateur de photographie","cb32683814z",FALSE
"13584","Académie royale du Gard","cb34424026p",FALSE
"13585","A rebrousse poil","cb32680473n",FALSE
"13586","A Imprensa","cb32789112z",FALSE
"13587","A coups de pioche ","cb326803574",FALSE
"13588","1833","cb414183755",FALSE
"13589","Kiao yu tsa tche","cb32803525g",FALSE
"13590","La Diana, Société historique et archéologique du Forez","cb327571496",FALSE
"13591","Neuphilologische Mitteilungen","cb344691082",FALSE
"13592","Les Chemins de fer d'intérêt local et les tramways","cb32740772g",FALSE
