"","date","base_temp"
"821",1820,1308
"822",1821,1570
"823",1822,1241
"824",1823,1274
"825",1824,1587
"826",1825,1538
"827",1826,1440
"828",1827,1392
"829",1828,1514
"830",1829,1644
"831",1830,1891
"832",1831,1496
"833",1832,1438
"834",1833,1428
"835",1834,1522
"836",1835,1356
"837",1836,1487
"838",1837,1437
"839",1838,1677
"840",1839,1721
"841",1840,1779
"842",1841,1842
"843",1842,1948
"844",1843,1759
"845",1844,1877
"846",1845,1985
"847",1846,1775
"848",1847,1910
"849",1848,2722
"850",1849,1910
"851",1850,2067
"852",1851,2022
"853",1852,2062
"854",1853,2588
"855",1854,2633
"856",1855,2360
"857",1856,2464
"858",1857,2413
"859",1858,2546
"860",1859,2594
"861",1860,2917
"862",1861,2900
"863",1862,2915
"864",1863,2900
"865",1864,2756
"866",1865,3076
"867",1866,3207
"868",1867,3422
"869",1868,3265
"870",1869,3227
"871",1870,2801
"872",1871,2853
"873",1872,3239
"874",1873,2909
"875",1874,3071
"876",1875,3373
"877",1876,3314
"878",1877,3356
"879",1878,3124
"880",1879,3242
"881",1880,3305
"882",1881,3117
"883",1882,2866
"884",1883,3053
"885",1884,3041
"886",1885,2975
"887",1886,3023
"888",1887,2846
"889",1888,3093
"890",1889,3263
"891",1890,3023
"892",1891,2768
"893",1892,2787
"894",1893,2620
"895",1894,2922
"896",1895,2639
"897",1896,2701
"898",1897,2717
"899",1898,2658
"900",1899,2475
"901",1900,3563
"902",1901,2421
"903",1902,2429
"904",1903,2346
"905",1904,2340
"906",1905,2377
"907",1906,2267
"908",1907,1941
"909",1908,2070
"910",1909,2118
"911",1910,2216
"912",1911,2091
"913",1912,2093
"914",1913,2091
"915",1914,1686
"916",1915,775
"917",1916,881
"918",1917,890
"919",1918,863
"920",1919,998
"921",1920,1407
"922",1921,947
"923",1922,1658
"924",1923,995
"925",1924,985
"926",1925,1197
"927",1926,1205
"928",1927,1223
"929",1928,1545
"930",1929,1203
"931",1930,1326
"932",1931,1376
"933",1932,1036
"934",1933,1036
"935",1934,1391
"936",1935,1826
"937",1936,1814
"938",1937,1718
"939",1938,1369
"940",1939,876
"941",1940,256
"942",1941,303
"943",1942,276
"944",1943,300
"945",1944,286
"946",1945,472
"947",1946,678
"948",1947,796
"949",1948,765
"950",1949,744
"951",1950,781
"952",1951,672
"953",1952,721
"954",1953,761
"955",1954,890
"956",1955,870
"957",1956,820
"958",1957,1035
"959",1958,1092
"960",1959,1140
"961",1960,1252
"962",1961,1253
"963",1962,1189
"964",1963,1139
"965",1964,1165
"966",1965,904
"967",1966,986
"968",1967,1010
"969",1968,1108
"970",1969,1017
"971",1970,811
"972",1971,703
"973",1972,801
"974",1973,858
"975",1974,1061
"976",1975,1135
"977",1976,1303
"978",1977,1554
"979",1978,1543
"980",1979,1642
"981",1980,1744
"982",1981,1791
"983",1982,1782
"984",1983,1772
"985",1984,1859
"986",1985,1997
"987",1986,1914
"988",1987,2059
"989",1988,1998
"990",1989,1978
"991",1990,2038
"992",1991,1964
"993",1992,2115
"994",1993,2050
"995",1994,1979
"996",1995,2040
"997",1996,1988
"998",1997,2291
"999",1998,1956
"1000",1999,1810
"1001",2000,1828
"1002",2001,124
"1003",2002,99
"1004",2003,76
"1005",2004,63
"1006",2005,76
"1007",2006,59
"1008",2007,42
"1009",2008,39
"1010",2009,36
"1011",2010,30
"1012",2011,21
"1013",2012,25
"1014",2013,10
"1015",2014,13
"1016",2015,7
"1017",2016,5
"1018",2017,0
"1019",2018,0
"1020",2019,0
"1021",2020,0
"1022",2021,0
